GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
logic,se.liu.ida.tdp024.account.logic.impl.facade,AccountLogicFacadeImpl,219,0,30,0,40,0,25,0,10,0
