GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
logic,se.liu.ida.tdp024.account.logic.impl.facade,PersonLogicFacadeImpl,0,20,0,0,0,6,0,4,0,4
